,Date,Prediction,Actual,Signal,Current
482,2020-09-18,3233.0377657373047,3357.01001,0,1000
483,2020-09-21,3202.7031634438476,3319.469971,0,1000
484,2020-09-22,3162.1023182163085,3281.060059,0,1000
485,2020-09-23,3199.8375087958984,3315.570068,0,1000
486,2020-09-24,3116.1494065581055,3236.919922,0,1000
487,2020-09-25,3122.475975145996,3246.590088,0,1000
488,2020-09-28,3170.330337586914,3298.459961,0,1000
489,2020-09-29,3217.66796909375,3351.600098,0,1000
490,2020-09-30,3200.9869540322265,3335.469971,0,1000
491,2020-10-01,3229.5083770751953,3363.0,0,1000
492,2020-10-02,3256.6867906381835,3380.800049,0,1000
493,2020-10-05,3223.0392686186524,3348.419922,0,1000
494,2020-10-06,3283.408951149414,3408.600098,0,1000
495,2020-10-07,3245.0212786782226,3360.969971,0,1000
496,2020-10-08,3309.6700435390626,3419.439941,0,1000
497,2020-10-09,3326.8587645234375,3446.830078,0,1000
498,2020-10-12,3357.920639459961,3477.139893,0,1000
499,2020-10-13,3407.743454276367,3534.219971,0,1000
500,2020-10-14,3388.0027622001953,3511.929932,0,1000
501,2020-10-15,3368.26611340625,3488.669922,0,1000
502,2020-10-16,3374.434745897949,3483.340088,0,1000
503,2020-10-19,3376.7698292026366,3483.810059,0,1000
504,2020-10-20,3314.169288760254,3426.919922,0,1000
505,2020-10-21,3331.079360774414,3443.120117,0,1000
506,2020-10-22,3328.7833866367187,3435.560059,0,1000
507,2020-10-23,3351.242217783203,3453.48999,0,1000
508,2020-10-26,3352.2642216132813,3465.389893,0,1000
509,2020-10-27,3297.299415885254,3400.969971,0,1000
510,2020-10-28,3286.5991443413086,3390.679932,0,1000
511,2020-10-29,3161.1839596640625,3271.030029,0,1000
512,2020-10-30,3192.196952397949,3310.110107,0,1000
513,2020-11-02,3159.258987489258,3269.959961,0,1000
514,2020-11-03,3203.8082730810547,3310.23999,0,1000
